referrer,views_total,views_unique
github.com,36,13
juliaregistries.github.io,30,5
Google,29,15
juliapackages.com,3,2
search.brave.com,2,1
thorekockerols.eu,2,1
youtube.com,2,1
Baidu,1,1
dsge.net,1,1
t.co,1,1
