referrer,views_total,views_unique
Google,61,14
thorekockerols.eu,31,4
github.com,28,8
DuckDuckGo,11,2
discourse.julialang.org,6,1
juliaregistries.github.io,3,3
youtube.com,2,2
search.brave.com,2,1
Bing,1,1
dsge.net,1,1
