referrer,views_total,views_unique
github.com,56,4
Google,23,9
thorekockerols.eu,7,3
juliapackages.com,4,1
matyasfarkas.eu,3,1
zenodo.org,2,1
youtube.com,1,1
ecosia.org,1,1
discourse.julialang.org,1,1
juliaregistries.github.io,1,1
