referrer,views_total,views_unique
github.com,95,8
thorekockerols.eu,59,3
Google,55,14
juliaregistries.github.io,3,2
Bing,1,1
DuckDuckGo,1,1
claude.ai,1,1
search.brave.com,1,1
zenodo.org,1,1
