url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,191,2
/thorek1/MacroModelling.jl,66,36
/thorek1/MacroModelling.jl/actions,13,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240535,13,1
/thorek1/MacroModelling.jl/actions/runs/22135747347,12,1
/thorek1/MacroModelling.jl/actions/runs/22020023410,11,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240515,10,1
/thorek1/MacroModelling.jl/pulls,9,3
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240573,8,1
/thorek1/MacroModelling.jl/actions/runs/22171125827,8,1
