referrer,views_total,views_unique
Google,51,20
github.com,28,10
juliaregistries.github.io,26,3
thorekockerols.eu,6,2
youtube.com,3,2
juliapackages.com,2,1
search.brave.com,2,1
Baidu,1,1
dsge.net,1,1
statics.teams.cdn.office.net,1,1
