time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,130,18,6.0,1.0
2025-11-15 00:00:00+00:00,117,15,5.0,1.0
2025-11-16 00:00:00+00:00,20,18,,
2025-11-17 00:00:00+00:00,71,16,31.0,8.0
2025-11-18 00:00:00+00:00,98,23,28.0,4.0
2025-11-19 00:00:00+00:00,87,28,9.0,7.0
2025-11-20 00:00:00+00:00,20,19,1.0,1.0
2025-11-21 00:00:00+00:00,103,27,16.0,6.0
2025-11-22 00:00:00+00:00,671,182,183.0,4.0
2025-11-23 00:00:00+00:00,562,144,213.0,5.0
2025-11-24 00:00:00+00:00,358,80,52.0,4.0
2025-11-25 00:00:00+00:00,202,59,52.0,5.0
2025-11-26 00:00:00+00:00,421,90,133.0,3.0
2025-11-27 00:00:00+00:00,362,55,127.0,15.0
