referrer,views_total,views_unique
github.com,70,7
Google,58,17
juliapackages.com,4,3
juliaregistries.github.io,2,2
search.brave.com,2,2
chatgpt.com,1,1
discourse.julialang.org,1,1
thorekockerols.eu,1,1
