url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,48,2
/thorek1/MacroModelling.jl,45,23
/thorek1/MacroModelling.jl/pulls,7,3
/thorek1/MacroModelling.jl/pull/300/changes,7,1
/thorek1/MacroModelling.jl/actions/runs/27156824647,6,1
/thorek1/MacroModelling.jl/pull/300,6,1
/thorek1/MacroModelling.jl/tree/main/models,5,5
/thorek1/MacroModelling.jl/discussions,5,3
/thorek1/MacroModelling.jl/actions/runs/27169213899,5,1
/thorek1/MacroModelling.jl/actions/runs/27460682690,5,1
