url_path,views_total,views_unique
/thorek1/MacroModelling.jl,56,26
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,51,1
/thorek1/MacroModelling.jl/actions,22,1
/thorek1/MacroModelling.jl/tree/main/models,14,7
/thorek1/MacroModelling.jl/pulls,12,2
/thorek1/MacroModelling.jl/actions/workflows/Downgrade.yml,10,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740492,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740493,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740490,8,1
/thorek1/MacroModelling.jl/actions/runs/16694706589,6,1
