referrer,views_total,views_unique
Google,42,20
github.com,41,5
thorekockerols.eu,29,9
DuckDuckGo,13,2
gist.github.com,9,1
discourse.julialang.org,7,1
Bing,6,1
juliapackages.com,5,2
chatgpt.com,1,1
dsge.net,1,1
