url_path,views_total,views_unique
/thorek1/MacroModelling.jl,95,36
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,81,1
/thorek1/MacroModelling.jl/actions,56,1
/thorek1/MacroModelling.jl/pulls,20,3
/thorek1/MacroModelling.jl/tree/main/models,13,6
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240535,13,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240515,10,1
/thorek1/MacroModelling.jl/actions/runs/21963273816/job/63446240573,8,1
/thorek1/MacroModelling.jl/blob/main/models/Guerrieri_Iacoviello_2017.jl,7,2
/thorek1/MacroModelling.jl/pull/257,7,1
