referrer,views_total,views_unique
github.com,40,3
Google,27,15
discourse.julialang.org,9,1
juliaregistries.github.io,4,2
youtube.com,3,2
Yahoo,3,1
dsge.net,2,2
pretalx.com,2,1
Bing,1,1
search.brave.com,1,1
