url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,138,2
/thorek1/MacroModelling.jl,101,35
/thorek1/MacroModelling.jl/actions,75,1
/thorek1/MacroModelling.jl/pulls,24,3
/thorek1/MacroModelling.jl/tree/main/models,12,6
/thorek1/MacroModelling.jl/actions/runs/21449588443,8,1
/thorek1/MacroModelling.jl/actions/runs/21468273927,7,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,7,1
/thorek1/MacroModelling.jl/pull/257,7,1
/thorek1/MacroModelling.jl/actions/runs/21458442824/job/61805077262,6,1
