referrer,views_total,views_unique
Google,97,14
github.com,46,2
discourse.julialang.org,8,2
thorekockerols.eu,5,4
juliapackages.com,4,1
dsge.net,1,1
juliaregistries.github.io,1,1
ecosia.org,1,1
youtube.com,1,1
