url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,152,3
/thorek1/MacroModelling.jl,89,49
/thorek1/MacroModelling.jl/actions,33,3
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,19,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,18,2
/thorek1/MacroModelling.jl/issues,16,9
/thorek1/MacroModelling.jl/actions/runs/24605295476/job/71954416890,16,1
/thorek1/MacroModelling.jl/pull/262/changes,12,2
/thorek1/MacroModelling.jl/actions/runs/24185825486,12,1
/thorek1/MacroModelling.jl/actions/runs/24288234122,11,1
