url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,238,1
/thorek1/MacroModelling.jl,98,51
/thorek1/MacroModelling.jl/actions,58,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,49,1
/thorek1/MacroModelling.jl/pulls,38,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,37,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,36,1
/thorek1/MacroModelling.jl/pull/234,23,1
/thorek1/MacroModelling.jl/tree/main/models,20,5
/thorek1/MacroModelling.jl/actions/runs/20953810946,9,1
