url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,160,1
/thorek1/MacroModelling.jl,52,29
/thorek1/MacroModelling.jl/pulls,23,4
/thorek1/MacroModelling.jl/actions,20,1
/thorek1/MacroModelling.jl/actions/runs/22694951316,8,1
/thorek1/MacroModelling.jl/actions/runs/22713264864,8,1
/thorek1/MacroModelling.jl/pull/262,8,1
/thorek1/MacroModelling.jl/actions/runs/22693557668,7,1
/thorek1/MacroModelling.jl/actions/runs/22237525881,6,1
/thorek1/MacroModelling.jl/actions/runs/22326980275,6,1
