url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,155,2
/thorek1/MacroModelling.jl,71,38
/thorek1/MacroModelling.jl/actions,66,2
/thorek1/MacroModelling.jl/pulls,42,3
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,20,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,16,2
/thorek1/MacroModelling.jl/actions/runs/24185825486,12,1
/thorek1/MacroModelling.jl/actions/runs/24039248638,11,2
/thorek1/MacroModelling.jl/tree/main/src,7,5
/thorek1/MacroModelling.jl/actions/runs/23720170840,7,2
