time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-25 00:00:00+00:00,14,5,5,4
2025-05-26 00:00:00+00:00,73,10,36,5
2025-05-27 00:00:00+00:00,17,7,13,3
2025-05-28 00:00:00+00:00,11,5,32,6
2025-05-29 00:00:00+00:00,12,4,9,7
2025-05-30 00:00:00+00:00,101,14,35,2
2025-05-31 00:00:00+00:00,150,11,43,2
2025-06-01 00:00:00+00:00,84,11,22,4
2025-06-02 00:00:00+00:00,148,16,76,5
2025-06-03 00:00:00+00:00,77,10,28,4
2025-06-04 00:00:00+00:00,288,100,86,5
2025-06-05 00:00:00+00:00,533,43,26,6
2025-06-06 00:00:00+00:00,100,10,1,1
2025-06-07 00:00:00+00:00,2,2,2,2
