url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,136,3
/thorek1/MacroModelling.jl,74,37
/thorek1/MacroModelling.jl/actions,54,2
/thorek1/MacroModelling.jl/pulls,37,3
/thorek1/MacroModelling.jl/actions/runs/24039248638,10,2
/thorek1/MacroModelling.jl/tree/main/models,9,5
/thorek1/MacroModelling.jl/tree/main/src,7,5
/thorek1/MacroModelling.jl/actions/runs/23603149307,7,3
/thorek1/MacroModelling.jl/actions/runs/23720170840,7,2
/thorek1/MacroModelling.jl/tree/main/.github,7,2
