time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-14 00:00:00+00:00,128,18,5,3
2026-07-15 00:00:00+00:00,149,18,3,2
2026-07-16 00:00:00+00:00,12,6,7,6
2026-07-17 00:00:00+00:00,26,11,16,8
2026-07-18 00:00:00+00:00,26,11,6,3
2026-07-19 00:00:00+00:00,3,2,0,0
2026-07-20 00:00:00+00:00,51,8,5,5
2026-07-21 00:00:00+00:00,42,12,1,1
2026-07-22 00:00:00+00:00,100,18,4,3
2026-07-23 00:00:00+00:00,35,10,5,5
2026-07-24 00:00:00+00:00,24,13,11,7
2026-07-25 00:00:00+00:00,29,9,2,2
2026-07-26 00:00:00+00:00,178,32,42,5
2026-07-27 00:00:00+00:00,335,36,12,5
