referrer,views_total,views_unique
Google,66,21
thorekockerols.eu,29,7
github.com,28,5
juliaregistries.github.io,2,2
search.brave.com,2,1
Bing,1,1
discourse.julialang.org,1,1
dsge.net,1,1
youtube.com,1,1
