url_path,views_total,views_unique
/thorek1/MacroModelling.jl,29,16
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,25,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740492,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740493,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740490,8,1
/thorek1/MacroModelling.jl/actions,5,1
/thorek1/MacroModelling.jl/actions/runs/16669289858,5,1
/thorek1/MacroModelling.jl/actions/runs/16708830095,5,1
/thorek1/MacroModelling.jl/tree/main/models,3,3
/thorek1/MacroModelling.jl/tree/v0.1.41,3,3
