time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-28 00:00:00+00:00,401,66,55,6
2026-06-29 00:00:00+00:00,97,28,13,3
2026-06-30 00:00:00+00:00,5,5,11,2
2026-07-01 00:00:00+00:00,24,7,17,15
2026-07-02 00:00:00+00:00,8,3,4,4
2026-07-03 00:00:00+00:00,21,11,37,12
2026-07-04 00:00:00+00:00,23,13,11,8
2026-07-05 00:00:00+00:00,89,17,9,4
2026-07-06 00:00:00+00:00,22,12,5,3
2026-07-07 00:00:00+00:00,24,6,11,3
2026-07-08 00:00:00+00:00,31,13,3,3
2026-07-09 00:00:00+00:00,283,16,7,2
2026-07-10 00:00:00+00:00,33,17,6,4
2026-07-11 00:00:00+00:00,180,46,17,4
