referrer,views_total,views_unique
Google,96,14
github.com,54,2
thorekockerols.eu,4,3
juliapackages.com,4,1
matyasfarkas.eu,3,1
discourse.julialang.org,1,1
juliaregistries.github.io,1,1
ecosia.org,1,1
youtube.com,1,1
