url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,161,2
/thorek1/MacroModelling.jl,105,34
/thorek1/MacroModelling.jl/actions,73,1
/thorek1/MacroModelling.jl/pulls,28,3
/thorek1/MacroModelling.jl/tree/main/models,13,6
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,9,1
/thorek1/MacroModelling.jl/actions/runs/21449588443,8,1
/thorek1/MacroModelling.jl/actions/runs/21468273927,7,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,7,1
/thorek1/MacroModelling.jl/pull/257,7,1
