time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,65,20,6,5
2025-12-06 00:00:00+00:00,55,14,7,7
2025-12-07 00:00:00+00:00,9,5,18,5
2025-12-08 00:00:00+00:00,5,5,11,3
2025-12-09 00:00:00+00:00,14,8,20,13
2025-12-10 00:00:00+00:00,147,14,19,17
2025-12-11 00:00:00+00:00,11,7,14,14
2025-12-12 00:00:00+00:00,4,4,12,3
2025-12-13 00:00:00+00:00,259,34,10,4
2025-12-14 00:00:00+00:00,22,10,3,2
2025-12-15 00:00:00+00:00,109,35,3,1
2025-12-16 00:00:00+00:00,7,7,2,2
2025-12-17 00:00:00+00:00,5,5,28,5
2025-12-18 00:00:00+00:00,3,3,10,4
