url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,158,3
/thorek1/MacroModelling.jl,90,56
/thorek1/MacroModelling.jl/actions,28,3
/thorek1/MacroModelling.jl/actions/runs/24605295476/job/71954416890,16,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,15,2
/thorek1/MacroModelling.jl/pulls,13,4
/thorek1/MacroModelling.jl/issues,12,11
/thorek1/MacroModelling.jl/pull/262/changes,12,1
/thorek1/MacroModelling.jl/tree/main/models,10,9
/thorek1/MacroModelling.jl/blob/main/README.md,9,3
