url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,128,2
/thorek1/MacroModelling.jl,93,51
/thorek1/MacroModelling.jl/actions,29,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,19,2
/thorek1/MacroModelling.jl/issues,16,9
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,16,2
/thorek1/MacroModelling.jl/actions/runs/24605295476/job/71954416890,16,1
/thorek1/MacroModelling.jl/pulls,15,4
/thorek1/MacroModelling.jl/pull/262/changes,12,2
/thorek1/MacroModelling.jl/actions/runs/24185825486,12,1
