time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-29 00:00:00+00:00,186,47,38,7
2025-11-30 00:00:00+00:00,66,27,25,14
2025-12-01 00:00:00+00:00,505,179,30,9
2025-12-02 00:00:00+00:00,160,62,11,4
2025-12-03 00:00:00+00:00,661,167,20,5
2025-12-04 00:00:00+00:00,81,25,15,8
2025-12-05 00:00:00+00:00,65,20,6,5
2025-12-06 00:00:00+00:00,55,14,7,7
2025-12-07 00:00:00+00:00,9,5,18,5
2025-12-08 00:00:00+00:00,5,5,11,3
2025-12-09 00:00:00+00:00,14,8,20,13
2025-12-10 00:00:00+00:00,147,14,19,17
2025-12-11 00:00:00+00:00,11,7,14,14
2025-12-12 00:00:00+00:00,2,2,11,2
