referrer,views_total,views_unique
github.com,52,14
Google,27,7
juliaregistries.github.io,5,4
Bing,2,2
dsge.net,2,2
DuckDuckGo,2,1
t.co,1,1
thorekockerols.eu,1,1
zenodo.org,1,1
