referrer,views_total,views_unique
Google,81,23
github.com,59,15
youtube.com,10,3
thorekockerols.eu,9,4
juliaregistries.github.io,3,3
83qpmua466bozbcv.ml-d3eb1b62-b5e.devo-prd.inym23.b0.cloudera.site,1,1
claude.ai,1,1
dsge.net,1,1
