referrer,views_total,views_unique
Google,50,19
github.com,40,5
Yahoo,13,1
discourse.julialang.org,9,1
juliaregistries.github.io,5,3
dsge.net,2,2
thorekockerols.eu,1,1
Bing,1,1
search.brave.com,1,1
