url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,127,2
/thorek1/MacroModelling.jl/actions,65,2
/thorek1/MacroModelling.jl,64,35
/thorek1/MacroModelling.jl/pulls,43,3
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,21,2
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,16,2
/thorek1/MacroModelling.jl/actions/runs/24185825486,12,1
/thorek1/MacroModelling.jl/actions/runs/24039248638,11,2
/thorek1/MacroModelling.jl/actions/runs/23720170840,7,2
/thorek1/MacroModelling.jl/tree/main/models,6,5
