url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,143,2
/thorek1/MacroModelling.jl,73,46
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,21,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,15,1
/thorek1/MacroModelling.jl/actions,14,1
/thorek1/MacroModelling.jl/tree/main/models,11,6
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,11,1
/thorek1/MacroModelling.jl/actions/runs/20953810946,9,1
/thorek1/MacroModelling.jl/actions/runs/20962642050,9,1
/thorek1/MacroModelling.jl/pulls,9,1
