time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-13 00:00:00+00:00,348,69,86,9
2026-04-14 00:00:00+00:00,375,73,28,5
2026-04-15 00:00:00+00:00,229,41,44,6
2026-04-16 00:00:00+00:00,25,12,23,8
2026-04-17 00:00:00+00:00,355,52,21,9
2026-04-18 00:00:00+00:00,289,53,41,6
2026-04-19 00:00:00+00:00,332,92,54,10
2026-04-20 00:00:00+00:00,488,137,85,13
2026-04-21 00:00:00+00:00,748,179,87,18
2026-04-22 00:00:00+00:00,992,246,100,6
2026-04-23 00:00:00+00:00,1083,256,103,9
2026-04-24 00:00:00+00:00,522,165,47,7
2026-04-25 00:00:00+00:00,523,154,77,5
2026-04-26 00:00:00+00:00,624,143,113,2
