time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-28 00:00:00+00:00,14,10,8,5
2025-09-29 00:00:00+00:00,11,7,2,2
2025-09-30 00:00:00+00:00,77,20,6,2
2025-10-01 00:00:00+00:00,81,22,14,2
2025-10-02 00:00:00+00:00,206,30,72,3
2025-10-03 00:00:00+00:00,544,167,219,3
2025-10-04 00:00:00+00:00,309,95,112,4
2025-10-05 00:00:00+00:00,171,32,21,3
2025-10-06 00:00:00+00:00,979,175,154,4
2025-10-07 00:00:00+00:00,395,92,176,4
2025-10-08 00:00:00+00:00,344,56,113,2
2025-10-09 00:00:00+00:00,684,93,340,2
2025-10-10 00:00:00+00:00,150,18,82,4
2025-10-11 00:00:00+00:00,7,5,4,4
