referrer,views_total,views_unique
Google,62,19
thorekockerols.eu,54,8
github.com,39,6
juliaregistries.github.io,4,3
search.brave.com,3,2
Bing,2,2
claude.ai,1,1
dsge.net,1,1
youtube.com,1,1
zenodo.org,1,1
