url_path,views_total,views_unique
/thorek1/MacroModelling.jl,57,27
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,57,1
/thorek1/MacroModelling.jl/actions,23,1
/thorek1/MacroModelling.jl/tree/main/models,14,8
/thorek1/MacroModelling.jl/actions/workflows/Downgrade.yml,12,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740492,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740493,9,1
/thorek1/MacroModelling.jl/actions/runs/16708830095/job/47290740490,8,1
/thorek1/MacroModelling.jl/pulls,7,2
/thorek1/MacroModelling.jl/actions/runs/16694706589,6,1
