url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,70,2
/thorek1/MacroModelling.jl,33,28
/thorek1/MacroModelling.jl/actions,9,1
/thorek1/MacroModelling.jl/pull/295/changes,8,1
/thorek1/MacroModelling.jl/pulls,7,2
/thorek1/MacroModelling.jl/actions/runs/26098033474,7,1
/thorek1/MacroModelling.jl/actions/runs/26050672866,6,1
/thorek1/MacroModelling.jl/actions/runs/26095469176,5,1
/thorek1/MacroModelling.jl/actions/runs/26129881181,5,1
/thorek1/MacroModelling.jl/actions/runs/26683000227,4,2
