referrer,views_total,views_unique
Google,46,19
github.com,46,5
thorekockerols.eu,20,8
DuckDuckGo,13,2
gist.github.com,9,1
discourse.julialang.org,7,1
Bing,6,1
juliapackages.com,5,2
dsge.net,1,1
chatgpt.com,1,1
