url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,129,3
/thorek1/MacroModelling.jl,82,40
/thorek1/MacroModelling.jl/actions,48,2
/thorek1/MacroModelling.jl/pulls,36,3
/thorek1/MacroModelling.jl/tree/main/models,11,6
/thorek1/MacroModelling.jl/tree/main/src,7,5
/thorek1/MacroModelling.jl/actions/runs/23603149307,7,3
/thorek1/MacroModelling.jl/actions/runs/23720170840,7,2
/thorek1/MacroModelling.jl/tree/main/.github,7,2
/thorek1/MacroModelling.jl/blob/main/.github/copilot-instructions.md,6,4
