url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,157,2
/thorek1/MacroModelling.jl,79,52
/thorek1/MacroModelling.jl/actions,31,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,24,1
/thorek1/MacroModelling.jl/pulls,19,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,18,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,17,1
/thorek1/MacroModelling.jl/tree/main/models,9,4
/thorek1/MacroModelling.jl/actions/runs/20953810946,9,1
/thorek1/MacroModelling.jl/actions/runs/20962642050,9,1
