url_path,views_total,views_unique
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,222,1
/thorek1/MacroModelling.jl/actions,184,1
/thorek1/MacroModelling.jl,105,36
/thorek1/MacroModelling.jl/pulls,35,1
/thorek1/MacroModelling.jl/actions/workflows/documentation.yml,30,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark_push.yml,26,1
/thorek1/MacroModelling.jl/actions/workflows/benchmark.yml,21,1
/thorek1/MacroModelling.jl/tree/main/models,17,5
/thorek1/MacroModelling.jl/pull/214,15,1
/thorek1/MacroModelling.jl/pull/234,14,1
