referrer,views_total,views_unique
Google,30,12
github.com,14,7
thorekockerols.eu,5,4
Bing,4,3
dsge.net,2,2
juliapackages.com,2,1
DuckDuckGo,1,1
juliaregistries.github.io,1,1
teams.public.onecdn.static.microsoft,1,1
