referrer,views_total,views_unique
github.com,48,3
Google,42,16
Yahoo,13,1
discourse.julialang.org,9,1
juliaregistries.github.io,5,3
dsge.net,3,3
search.brave.com,1,1
Bing,1,1
thorekockerols.eu,1,1
