time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-23 00:00:00+00:00,68,17,19,4
2025-10-24 00:00:00+00:00,207,26,43,6
2025-10-25 00:00:00+00:00,68,13,21,2
2025-10-26 00:00:00+00:00,211,64,74,4
2025-10-27 00:00:00+00:00,199,47,121,8
2025-10-28 00:00:00+00:00,74,16,6,6
2025-10-29 00:00:00+00:00,42,18,16,4
2025-10-30 00:00:00+00:00,19,12,7,3
2025-10-31 00:00:00+00:00,17,10,7,6
2025-11-01 00:00:00+00:00,156,40,69,4
2025-11-02 00:00:00+00:00,291,38,81,6
2025-11-03 00:00:00+00:00,260,51,93,7
2025-11-04 00:00:00+00:00,143,36,27,5
2025-11-05 00:00:00+00:00,120,16,11,4
