referrer,views_total,views_unique
Google,70,23
github.com,23,10
thorekockerols.eu,7,2
youtube.com,3,2
juliapackages.com,2,1
juliaregistries.github.io,2,1
search.brave.com,2,1
Baidu,1,1
statics.teams.cdn.office.net,1,1
