referrer,views_total,views_unique
github.com,35,6
Google,33,16
thorekockerols.eu,15,4
juliaregistries.github.io,3,1
dsge.net,2,2
t.co,2,1
chatgpt.com,1,1
cn.bing.com,1,1
zenodo.org,1,1
