referrer,views_total,views_unique
Google,26,13
github.com,16,5
thorekockerols.eu,4,3
dsge.net,3,3
juliapackages.com,2,1
Bing,1,1
DuckDuckGo,1,1
juliaregistries.github.io,1,1
search.brave.com,1,1
youtube.com,1,1
