referrer,views_total,views_unique
github.com,37,10
thorekockerols.eu,15,4
Google,7,5
dsge.net,2,2
DuckDuckGo,1,1
com.linkedin.android,1,1
juliapackages.com,1,1
search.brave.com,1,1
