referrer,views_total,views_unique
Google,62,14
thorekockerols.eu,34,5
github.com,33,7
DuckDuckGo,12,2
discourse.julialang.org,6,1
juliaregistries.github.io,3,3
youtube.com,2,2
search.brave.com,2,1
Bing,1,1
zenodo.org,1,1
