time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-11 00:00:00+00:00,199,25,43.0,11.0
2025-11-12 00:00:00+00:00,65,14,13.0,6.0
2025-11-13 00:00:00+00:00,46,15,28.0,8.0
2025-11-14 00:00:00+00:00,130,18,6.0,1.0
2025-11-15 00:00:00+00:00,117,15,5.0,1.0
2025-11-16 00:00:00+00:00,20,18,,
2025-11-17 00:00:00+00:00,71,16,31.0,8.0
2025-11-18 00:00:00+00:00,98,23,28.0,4.0
2025-11-19 00:00:00+00:00,87,28,9.0,7.0
2025-11-20 00:00:00+00:00,20,19,1.0,1.0
2025-11-21 00:00:00+00:00,103,27,16.0,6.0
2025-11-22 00:00:00+00:00,671,182,183.0,4.0
2025-11-23 00:00:00+00:00,562,144,213.0,5.0
2025-11-24 00:00:00+00:00,282,55,37.0,4.0
