referrer,views_total,views_unique
Google,69,18
github.com,31,5
thorekockerols.eu,13,6
juliaregistries.github.io,2,2
search.brave.com,2,1
Bing,1,1
chatgpt.com,1,1
discourse.julialang.org,1,1
dsge.net,1,1
juliapackages.com,1,1
