url_path,views_total,views_unique
/thorek1/MacroModelling.jl,50,32
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,17,3
/thorek1/MacroModelling.jl/actions/runs/15783244312,9,1
/thorek1/MacroModelling.jl/actions,8,1
/thorek1/MacroModelling.jl/actions/runs/15782824187,7,1
/thorek1/MacroModelling.jl/tree/main/models,6,5
/thorek1/MacroModelling.jl/actions/runs/15086435730/job/42409546789,6,1
/thorek1/MacroModelling.jl/actions/runs/15781805483,5,1
/thorek1/MacroModelling.jl/actions/runs/15783244312/job/44493817410,5,1
/thorek1/MacroModelling.jl/pull/116,5,1
