referrer,views_total,views_unique
github.com,26,9
Google,17,9
thorekockerols.eu,15,4
dsge.net,2,2
DuckDuckGo,1,1
com.linkedin.android,1,1
juliapackages.com,1,1
search.brave.com,1,1
