referrer,views_total,views_unique
Google,69,19
github.com,58,6
thorekockerols.eu,46,5
juliaregistries.github.io,4,3
search.brave.com,3,2
Bing,2,2
claude.ai,1,1
dsge.net,1,1
youtube.com,1,1
zenodo.org,1,1
