referrer,views_total,views_unique
github.com,79,9
Google,53,9
thorekockerols.eu,48,4
DuckDuckGo,13,3
juliaregistries.github.io,3,2
search.brave.com,2,2
Bing,1,1
claude.ai,1,1
youtube.com,1,1
