time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-04 00:00:00+00:00,326,79,84,9
2026-06-05 00:00:00+00:00,254,32,65,8
2026-06-06 00:00:00+00:00,38,21,76,6
2026-06-07 00:00:00+00:00,260,56,37,2
2026-06-08 00:00:00+00:00,404,64,25,2
2026-06-09 00:00:00+00:00,393,69,29,3
2026-06-10 00:00:00+00:00,299,86,38,6
2026-06-11 00:00:00+00:00,74,32,3,2
2026-06-12 00:00:00+00:00,248,42,23,3
2026-06-13 00:00:00+00:00,554,108,57,7
2026-06-14 00:00:00+00:00,358,76,40,7
2026-06-15 00:00:00+00:00,123,32,5,3
2026-06-16 00:00:00+00:00,45,17,2,2
2026-06-17 00:00:00+00:00,55,18,5,2
