referrer,views_total,views_unique
Google,39,18
github.com,37,13
juliaregistries.github.io,30,5
thorekockerols.eu,6,2
juliapackages.com,3,2
search.brave.com,2,1
youtube.com,2,1
Baidu,1,1
dsge.net,1,1
t.co,1,1
