referrer,views_total,views_unique
Google,99,17
github.com,44,2
thorekockerols.eu,14,7
discourse.julialang.org,8,2
juliapackages.com,7,3
gist.github.com,7,1
Bing,6,1
dsge.net,1,1
youtube.com,1,1
