url_path,views_total,views_unique
/thorek1/MacroModelling.jl,82,41
/thorek1/MacroModelling.jl/actions/workflows/ci.yml,55,4
/thorek1/MacroModelling.jl/tree/main/models,8,3
/thorek1/MacroModelling.jl/actions/runs/23603149307,7,3
/thorek1/MacroModelling.jl/tree/main/.github,7,2
/thorek1/MacroModelling.jl/actions,5,2
/thorek1/MacroModelling.jl/actions/runs/23428701268,5,2
/thorek1/MacroModelling.jl/blob/main/AGENTS.md,4,4
/thorek1/MacroModelling.jl/blob/main/.github/copilot-instructions.md,4,3
/thorek1/MacroModelling.jl/actions/runs/23567627484/job/68622856909,4,2
