referrer,views_total,views_unique
github.com,38,4
Google,28,17
discourse.julialang.org,9,1
juliaregistries.github.io,4,2
dsge.net,3,3
youtube.com,3,2
Yahoo,3,1
pretalx.com,2,1
Bing,1,1
search.brave.com,1,1
